0	162	29.79046019420061
0	106	10.478134969391839
0	185	37.42965400546318
0	186	60.46718734430936
0	263	7.4020966202841265
0	349	74.60159137287596
0	448	35.954706702851865
1	296	72.97301183569895
1	47	57.56117351864858
1	84	6.387747124190913
1	132	46.10843396885852
1	141	36.73887893253956
1	251	2.299659548385813
1	277	5.145231082932522
1	312	23.758922366350387
2	393	85.66557558402437
2	218	84.19939530669525
2	303	12.181978625604017
2	318	53.90156887075388
2	441	79.97254376393512
2	465	62.42317496360751
3	17	91.91554957787476
3	77	97.28217856621636
4	198	51.60896468065934
4	44	56.162084010162125
4	73	22.925878877474005
4	154	97.67406149168433
4	238	30.26013868039884
4	371	2.5337607239850124
4	374	0.6633597132919555
4	478	69.27317642881215
5	478	4.180732596592007
5	62	60.12053244006442
5	306	36.205072965430205
5	347	89.5110188591708
5	483	80.64835676950202
6	360	71.67702510502819
6	27	54.718729817669455
6	253	23.420923133345017
6	274	1.417662276608156
6	307	82.67866877703409
6	416	85.72489541588851
7	145	83.51395438750967
7	14	95.81973491635678
7	134	58.656535681761525
7	157	19.043507404349704
7	305	62.83008912464177
7	464	82.97990483976983
8	98	98.81967979889716
8	62	65.40047352425327
8	75	82.21326060020643
8	147	41.50570625398037
8	250	37.35163234289228
8	298	0.8781048570418837
8	385	8.344592315515165
9	391	87.70833786144627
9	11	61.47296414762915
9	139	90.41730984229383
9	153	0.5324742320423237
9	204	73.78936795357373
9	256	27.02645501213823
9	264	94.95254134341823
9	348	65.216276470522
9	349	15.974062864022509
10	167	11.102935988699592
10	27	22.389263471064446
10	235	17.584949431617293
10	264	68.0972099373439
10	269	7.407353568906549
10	320	52.91353054968937
10	349	70.67783678469705
10	350	8.896816211327984
10	415	88.11280821228
10	448	69.94571014316101
11	274	6.69634329586345
11	26	78.63061805538482
11	77	47.12120035295403
11	180	20.72907569027106
11	476	80.38604579498849
12	57	81.09468181422669
12	14	48.42951086413558
12	42	31.077747774330156
12	207	60.88841905728506
12	238	68.2046641529379
12	316	65.80084150800757
12	492	78.37052961100474
13	308	94.99785042298453
13	59	82.55192009864368
13	168	19.7876082909039
13	228	37.59607877826051
13	262	35.57552412991074
13	290	66.89586324018961
13	416	90.25232399068925
14	278	89.12037216836383
14	320	34.619439359267815
14	367	11.546854136724372
14	391	53.60937234870761
14	414	79.56601985304303
15	390	90.60121599814927
15	30	97.57629617808465
15	92	8.618132944649116
15	123	48.57496038101436
15	457	37.744077232292824
16	398	62.64698065684566
16	21	46.136582400330326
16	337	16.612151875498725
17	471	40.69742478661944
17	90	18.54567615628223
17	128	50.313075265449136
17	206	91.37312316320757
17	221	67.63087284577675
17	467	84.84984728657247
17	480	47.52940521818796
18	119	96.05340531958446
18	62	93.35025699443781
18	76	12.503448552015684
18	276	27.103110762406345
18	312	31.67929910280778
18	359	54.02171391326577
18	367	61.11189089466822
18	415	95.84879339652899
19	441	42.17257390109482
19	261	30.592082773907435
19	349	19.01061449299273
19	387	59.69518808020724
19	394	91.51729618371485
19	468	71.66566785311062
19	494	6.272687551762413
20	75	11.973752303794083
20	214	90.00418458123123
20	224	64.06039595262301
20	246	68.44486284362534
20	294	80.34714627860274
20	329	70.8496892840102
20	499	72.92500159836955
